년도,월,순위,타이틀,가수,프로듀서
2021,1,28,첫사랑 (feat.SOLE(쏠)),정준일 (Jung Joon Il),"정준일,강화성"
2021,1,29,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,1,30,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,1,32,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,1,33,Dancing Cartoon,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,34,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,1,35,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,1,36,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,37,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,1,38,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,1,39,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,40,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,1,41,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,1,42,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,1,43,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,44,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,1,45,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,46,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,1,47,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,48,안아줘,정준일 (Jung Joon Il),정준일
2021,1,49,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,1,50,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,1,51,위잉위잉,혁오 (HYUKOH),오혁
2021,1,52,홍연,안예은 (AHN YE EUN),안예은
2021,1,54,바라봐줘요,죠지 (george),"죠지,박문치"
2021,1,55,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,1,56,너와 나의 세계 (Aurora),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,1,57,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,1,58,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,1,59,범 내려온다,이날치 (LEENALCHI),이날치
2021,1,60,인사,멜로망스 (MeloMance),정동환
2021,1,61,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,1,62,불면증 (Vocal by 윤하),에피톤 프로젝트 (Epitone Project),에피톤 프로젝트
2021,1,63,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,Noheul
2021,1,64,몇 번의 이별,정효빈 (Jeong Hyo Bean),"빅가이로빈,최상언,김홍준"
2021,1,65,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,1,67,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2021,1,68,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2021,1,69,비행운,문문 (MoonMoon),"문문,김영철"
2021,1,70,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,1,71,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,1,72,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,1,73,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,1,74,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,75,Tight,10CM (십센치),"이아일,박문치,NODAY"
2021,1,76,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,1,77,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,78,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,79,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,1,80,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,1,81,이 밤이 다 가기 전에 오늘이 어제가 되기 전에,10CM (십센치),"10CM,한국인,이요한,성수용,이윤혁"
2021,1,82,그 밤 그 밤,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,1,83,"SODA (feat. 1ho, 0back)",공기남 (Airman),공기남
2021,1,84,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,1,85,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,1,86,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,1,87,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,1,88,어제의 우리들,스탠딩 에그 (Standing Egg),Standing Egg
2021,1,89,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,1,90,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,1,91,Paris,"오반 (OVAN), 런치 (LUNCH)","VAN.C,런치,CSP"
2021,1,92,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,1,93,그냥 집에 있자,우디 (Woody),"우디,권디엘,GodieWatch"
2021,1,94,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,1,95,빨간 립스틱,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,1,96,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,1,99,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,1,100,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,1,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,2,2,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,2,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,2,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,2,5,서면역에서,순순희 (SOONSOONHEE),이래언
2021,2,6,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,2,8,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,2,9,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,2,10,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,2,11,너밖에 안보여,임재현 (Lim Jae Hyun),2soo
2021,2,12,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,2,13,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,14,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,2,15,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,2,16,Way Back Home,숀 (SHAUN),숀
2021,2,17,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2021,2,18,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,19,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,2,20,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,21,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,2,22,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,2,23,스토커,10CM (십센치),"10CM,Fine Five"
2021,2,24,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,2,25,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,2,26,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,2,27,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,28,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,2,29,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,2,30,붙잡고 싶어도,#안녕,"리트너,임정규"
2021,2,31,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,2,32,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,2,33,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,34,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,2,35,입김,10CM (십센치),"10CM,이요한,방인재,성수용,이윤혁"
2021,2,36,안아줘,정준일 (Jung Joon Il),정준일
2021,2,37,범 내려온다,이날치 (LEENALCHI),이날치
2021,2,38,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,2,39,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,40,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,41,혜화동 거리에서,피아노맨 (PIANO MAN),"피아노맨,이종혁"
2021,2,42,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,2,43,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,44,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,2,45,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,2,46,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,2,47,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,2,49,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,2,50,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,2,51,Dancing Cartoon,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,52,위잉위잉,혁오 (HYUKOH),오혁
2021,2,53,난 당신의 고요함이,오왠 (O.WHEN),"어깨깡패,김기림"
2021,2,54,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,2,55,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,2,56,바라봐줘요,죠지 (george),"죠지,박문치"
2021,2,57,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,2,58,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,2,59,고백 (원곡 델리스파이스),잔나비 (Jannabi),"김민규,정지찬"
2021,2,60,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,2,61,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,2,62,인사,멜로망스 (MeloMance),정동환
2021,2,63,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,2,64,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,65,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,2,66,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,2,67,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,2,68,몇 번의 이별,정효빈 (Jeong Hyo Bean),"빅가이로빈,최상언,김홍준"
2021,2,69,비행운,문문 (MoonMoon),"문문,김영철"
2021,2,70,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,2,71,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,2,72,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,2,73,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,74,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,Noheul
2021,2,75,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,2,76,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,77,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,2,78,고백,뜨거운 감자 (Hot Potato),고범준
2021,2,80,첫사랑 (feat.SOLE(쏠)),정준일 (Jung Joon Il),"정준일,강화성"
2021,2,81,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,2,82,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2021,2,83,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,2,84,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2021,2,85,여전히 행복했으면,윤딴딴 (YUN DDanDdan),"윤딴딴,권태훈"
2021,2,86,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,2,87,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,2,88,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,2,90,Tight,10CM (십센치),"이아일,박문치,NODAY"
2021,2,92,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,93,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,2,94,"SODA (feat. 1ho, 0back)",공기남 (Airman),공기남
2021,2,95,그 밤 그 밤,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,2,96,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,2,97,언제쯤,노틸러스 (nautilus),고석영
2021,2,98,싸운날,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,2,99,불면증 (Vocal by 윤하),에피톤 프로젝트 (Epitone Project),에피톤 프로젝트
2021,2,100,어떻게 생각해,CHEEZE (치즈),CHEEZE
2021,3,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,3,2,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,3,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,3,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,3,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,3,6,서면역에서,순순희 (SOONSOONHEE),이래언
2021,3,8,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,3,9,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,3,10,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),"마크툽,DOKO"
2021,3,11,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"DOKO,손박사,사승호"
2021,3,12,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,3,13,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,3,14,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,15,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,3,16,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,3,17,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,3,18,Way Back Home,숀 (SHAUN),숀
2021,3,19,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,20,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,21,사랑의 시작은 고백에서부터(new),휘현 (HWIHYUN),"양정승,강봄"
2021,3,22,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,3,23,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,24,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,3,25,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2021,3,26,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,3,27,스토커,10CM (십센치),"10CM,Fine Five"
2021,3,28,나는 왜 이럴까,#안녕,"리트너,임정규"
2021,3,29,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,3,30,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2021,3,31,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2021,3,32,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),에이치코드
2021,3,33,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2021,3,34,너밖에 안보여,임재현 (Lim Jae Hyun),2soo
2021,3,35,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,3,36,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2021,3,37,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,38,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2021,3,39,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,40,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,41,안아줘,정준일 (Jung Joon Il),정준일
2021,3,42,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,3,43,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2021,3,44,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2021,3,45,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2021,3,46,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,47,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2021,3,48,붙잡고 싶어도,#안녕,"리트너,임정규"
2021,3,49,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2021,3,50,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2021,3,51,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2021,3,52,위잉위잉,혁오 (HYUKOH),오혁
2021,3,53,사랑은 은하수 다방에서,10CM (십센치),10CM
2021,3,54,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2021,3,55,인사,멜로망스 (MeloMance),정동환
2021,3,56,바라봐줘요,죠지 (george),"죠지,박문치"
2021,3,57,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2021,3,58,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2021,3,59,고백,델리스파이스 (Deli Spice),"고범준,김C"
2021,3,60,안아줘 (Prod. VAN.C),오반 (OVAN),"VAN.C,오반"
2021,3,61,행복,오반 (OVAN),"피아노맨,J.Litz"
2021,3,62,입김,10CM (십센치),"10CM,이요한,방인재,성수용,이윤혁"
2021,3,63,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,64,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2021,3,65,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2021,3,66,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2021,3,67,고백,뜨거운 감자 (Hot Potato),고범준
2021,3,68,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2021,3,69,널 생각해,원 모어 찬스 (one more chance),정지찬
2021,3,70,비행운,문문 (MoonMoon),"문문,김영철"
2021,3,71,Dancing Cartoon,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,72,혜화동 거리에서,피아노맨 (PIANO MAN),"피아노맨,이종혁"
2021,3,73,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2021,3,74,범 내려온다,이날치 (LEENALCHI),이날치
2021,3,75,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2021,3,76,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2021,3,78,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,79,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,3,80,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2021,3,81,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,82,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2021,3,83,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2021,3,84,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,Noheul
2021,3,85,끝난 사이,보라미유 (BORAMIYU),Noheul
2021,3,86,나랑 아니면,검정치마 (The Black Skirts),검정치마
2021,3,87,우연히 봄 (2021),안녕하신가영 (Hello Ga-young),"똘아이박,피터팬,Noheul,Sweet Pumpkin"
2021,3,88,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2021,3,89,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,3,90,그 밤 그 밤,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,3,91,몇 번의 이별,정효빈 (Jeong Hyo Bean),"빅가이로빈,최상언,김홍준"
2021,3,92,어떻게 생각해,CHEEZE (치즈),CHEEZE
2021,3,93,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2021,3,94,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2021,3,95,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2021,3,96,"SODA (feat. 1ho, 0back)",공기남 (Airman),공기남
2021,3,97,좋아해 (bye),CHEEZE (치즈),달총
2021,3,98,첫사랑 (feat.SOLE(쏠)),정준일 (Jung Joon Il),"정준일,강화성"
2021,3,99,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2021,3,100,비오는 날 뭐해,하은 (포맨),VIP
2021,4,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2021,4,2,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2021,4,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2021,4,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2021,4,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2021,4,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"DOKO,손박사,사승호"
2021,4,7,서면역에서,순순희 (SOONSOONHEE),이래언
2021,4,9,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),"마크툽,DOKO"
2021,4,10,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2021,4,11,가을밤에 든 생각,잔나비 (Jannabi),"잔나비 최정훈,김도형"
2021,4,12,안아줘 (Prod. VAN.C),오반 (OVAN),"VAN.C,오반"
2021,4,13,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2021,4,14,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2021,4,15,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,16,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2021,4,17,별 보러 가자,적재 (Jukjae),"적재,추대관"
2021,4,18,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2021,4,19,Way Back Home,숀 (SHAUN),숀
2021,4,20,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,21,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,22,좋아해.. (바른연애 길잡이 X 죠지),죠지 (george),"basecamp,죠지"
2021,4,23,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2021,4,24,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2021,4,25,스토커,10CM (십센치),"10CM,Fine Five"
2021,4,26,Madeleine Love,CHEEZE (치즈),"구름,달총"
2021,4,27,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2021,4,28,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
