년도,월,순위,타이틀,가수,프로듀서
2019,1,100,花요일 (Blooming Day),EXO-CBX (첸백시),"Steve Manovski,Jenson Vaughan,Caroline Ailin,Jordan Croucher,유영진"
2019,2,1,벌써 12시,청하,"블랙아이드필승,전군,라도"
2019,2,2,멍청이(twit),화사 (Hwa Sa),"Dokkun,박우상,화사"
2019,2,3,달라달라,ITZY (있지),"별들의전쟁,아테나,GALACTIKA"
2019,2,4,YES or YES,TWICE (트와이스),"David Amber,Andy Love"
2019,2,5,MILLIONS,WINNER,"강승윤,강욱진,Diggy"
2019,2,6,Love Shot,EXO,"Mike Woods,Kevin White,Andrew Bazzi,Anthony Russo,MZMC,Rice n' Peas"
2019,2,7,해야 (Sunrise),여자친구 (GFRIEND),"노주환,이원종"
2019,2,8,Tempo,EXO,"Jamil 'Digi' Chammas,Leven Kali,Tay Jasper,Adrian Mckinnon,MZMC"
2019,2,9,%% (응응),Apink (에이핑크),"블랙아이드필승,전군,라도"
2019,2,10,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),MosPick
2019,2,11,Dance The Night Away,TWICE (트와이스),"Anne Judith Stokke Wik,Jonatan Gusmark,Ludvig Evers a.k.a Moonshine,Cazzi Opeia,오승은,Andreas Baertels"
2019,2,12,사이렌 (Siren),선미,"선미,FRANTS"
2019,2,13,봄바람,Wanna One (워너원),"iHwak,Flow Blow"
2019,2,14,습관 (Bad Habits),숀 (SHAUN),숀
2019,2,15,에너제틱 (Energetic),Wanna One (워너원),"후이,Flow Blow"
2019,2,16,아주 NICE,세븐틴,"WOOZI,BUMZU"
2019,2,17,어쩌나,세븐틴,"WOOZI,BUMZU,박기태"
2019,2,18,Good to Me,세븐틴,"WOOZI,BUMZU,박기태"
2019,2,19,숨이 차,세븐틴,"WOOZI,BUMZU,호시"
2019,2,20,트라우마 (Trauma),EXO,"Keynon 'KC' Moore,Cedric 'Dabenchwarma' Smith,Ryan S. Jhun,Danny Jones"
2019,2,21,Gravity,EXO,"LDN Noise,DEEZ,Adrian Mckinnon"
2019,2,22,닿은 순간 (Ooh La La La),EXO,"Jamil 'Digi' Chammas,Andrew Bazzi,Justin Lucas,Anthony Pavel,MZMC"
2019,2,23,Shhh,세븐틴,"BUMZU,Anchor"
2019,2,24,Sign,EXO,"Harvey Mason Jr.,Kevin Randolph,Patrick 'J Que' Smith,Dewain Whitmore,Britt Burton,Andrew Hey"
2019,2,25,BOOMERANG (부메랑),Wanna One (워너원),"원더키드,BreadBeat,로이도,Shaun Kim"
2019,2,26,Roller Coaster,청하,"블랙아이드필승,전군,라도"
2019,2,27,Damage,EXO,"LDN Noise,DEEZ,Adrian Mckinnon"
2019,2,28,Forever Young,BLACKPINK,"TEDDY,FUTURE BOUNCE,R.Tee"
2019,2,29,너나 해 (Egotistic),마마무 (Mamamoo),"김도훈,박우상"
2019,2,30,뿜뿜,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2019,2,31,켜줘 (Light),Wanna One (워너원),"iHwak,Royal Dive"
2019,2,32,What is Love?,TWICE (트와이스),"J.Y. Park 'The Asiansoul',이우민 'Collapsedone'"
2019,2,33,Power Up,Red Velvet (레드벨벳),"Ludvig Evers a.k.a Moonshine,Jonatan Gusmark,Ellen Berg Tollbom,Cazzi Opeia"
2019,2,34,별이 빛나는 밤,마마무 (Mamamoo),"Dokkun,박우상"
2019,2,35,WANT,태민 (TAEMIN),"Tooji Keshtkar,Mats Koray Genc,Saima Mian,Anne Judith Stokke Wik,Nermin Harambasic,Ronny Vidar Svendsen,Jonas Bjordal,Martin Mulholland"
2019,2,36,1도 없어,Apink (에이핑크),"블랙아이드필승,전군,라도"
2019,2,37,밤 (Time for the moon night),여자친구 (GFRIEND),"노주환,이원종"
2019,2,38,RBB (Really Bad Boy),Red Velvet (레드벨벳),"KENZIE,Timothy 'Bos' Bullock,Sara Forsberg,MZMC"
2019,2,39,"셋 셀테니 (1, 2, 3!)",승리,"TEDDY,서원진,24,승리"
2019,2,40,마지막처럼,BLACKPINK,"TEDDY,FUTURE BOUNCE,Lydia Paek"
2019,2,41,REALLY REALLY,WINNER,"강승윤,강욱진,MINO"
2019,2,42,Heart Shaker,TWICE (트와이스),"David Amber,Sean Alexander,Avenue 52"
2019,2,43,알러뷰,EXID,"신사동호랭이,ELLY"
2019,2,44,한(一),(여자)아이들,"빅싼초,전소연"
2019,2,45,빨간 맛 (Red Flavor),Red Velvet (레드벨벳),"Daniel Caesar,Ludwig Lindell,Caesar & Loui"
2019,2,46,Love U,청하,"GATO,C-no,웅킴"
2019,2,47,그 남자를 떠나,god,"J.Y. Park 'The Asiansoul',김승수,아르마딜로"
2019,2,48,불타오르네 (FIRE),방탄소년단,"PDOGG,방시혁,RM,SUGA,Devine Channel"
2019,2,49,불장난,BLACKPINK,"TEDDY,R.Tee"
2019,2,50,Bad Boy,Red Velvet (레드벨벳),"The Stereotypes,Maxx Song,Whitney Phillips,유영진"
2019,2,51,LIKEY,TWICE (트와이스),"블랙아이드필승,전군,라도"
2019,2,52,LATATA,(여자)아이들,"빅싼초,전소연"
2019,2,53,약속해요 (I.P.U.),Wanna One (워너원),"별들의전쟁,아테나,로빈"
2019,2,54,불꽃놀이 (Flowerbomb),Wanna One (워너원),"하성운,O.R.O,VENDORS"
2019,2,55,BAAM,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2019,2,56,POP/STARS,"(여자)아이들, Madison Beer, Jaira Burns, K/DA, League of Legends","라이엇 게임즈,Harloe"
2019,2,57,죽겠다 (KILLING ME),iKON,"B.I,죠리,R.Tee"
2019,2,58,가시나,선미,"죠리,TEDDY,24"
2019,2,59,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)",그루비룸
2019,2,60,TT,TWICE (트와이스),"블랙아이드필승,라도"
2019,2,61,빙글뱅글 (Bingle Bangle),AOA,"Erik Nyholm,Krista Siegfrids,Kristofer Karlsson,김도훈,이상호"
2019,2,62,Why Don't You Know (Feat. 넉살),청하,"임수호,C-no,웅킴"
2019,2,63,CHEER UP,TWICE (트와이스),"블랙아이드필승,라도"
2019,2,64,Decalcomanie (데칼코마니),마마무 (Mamamoo),"MGR,Dokkun,박우상"
2019,2,65,KNOCK KNOCK,TWICE (트와이스),"Mayu Wakisaka,이우민 'Collapsedone'"
2019,2,66,피카부 (Peek-A-Boo),Red Velvet (레드벨벳),"Ludvig Evers a.k.a Moonshine,Cazzi Opeia,Ellen Berg Tollbom"
2019,2,67,주인공,선미,"TEDDY,24"
2019,2,68,스물셋,아이유,"이종훈,이채규,IU"
2019,2,69,좋은 날,아이유,이민수
2019,2,70,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,"신사동호랭이,최규성"
2019,2,71,I NEED U,방탄소년단,"PDOGG,방시혁,RM,SUGA,j-hope,브라더수"
2019,2,72,Rumor,국.슈 (국프의 핫이슈),13
2019,2,73,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),"Steven Lee,Caroline Gustavsson"
2019,2,74,시간을 달려서 (Rough),여자친구 (GFRIEND),"임수호,용배"
2019,2,75,La La Love,우주소녀,"영광의 얼굴들,진리,Jake K"
2019,2,76,Senorita,(여자)아이들,"빅싼초,전소연"
2019,2,77,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),"Albi Albertsson,Markus Lindell,Belle Humble"
2019,2,78,Save ME,방탄소년단,"PDOGG,Ray Michael Djan Jr,Ashton Foster,Samantha Harper,RM,SUGA,j-hope"
2019,2,79,묻고싶다 (One Love),Wanna One (워너원),13
2019,2,80,New Face,싸이 (PSY),"싸이,유건형"
2019,2,81,집,Wanna One (워너원),정호현
2019,2,82,너랑 나,아이유,이민수
2019,2,83,비밀정원,오마이걸 (OH MY GIRL),"Steven Lee,Mayu Wakisaka,Sean Alexander"
2019,2,84,CLOCK,인피니트,"원택,페이퍼플래닛"
2019,2,85,나로 말할 것 같으면 (Yes I am),마마무 (Mamamoo),Dokkun
2019,2,86,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),"임수호,용배"
2019,2,87,Rookie,Red Velvet (레드벨벳),"Jamil 'Digi' Chammas,MZMC,Tay Jasper,Otha 'Vakseen' Davis III,Leven Kali,Sara Forsberg,Karl Powell,Harrison Johnson,The Colleagues"
2019,2,88,OOH-AHH하게,TWICE (트와이스),"Sam Lewis,블랙아이드필승,라도"
2019,2,89,하루 끝,아이유,"Dokkun,박근태"
2019,2,90,Love Yourself,에릭남 (Eric Nam),"최진석,NODAY,Off"
2019,2,91,No,CLC,"전소연,쥰"
2019,2,92,팩트 (FACT),코요태,이창현
2019,2,93,캥거루 (Kangaroo) (Prod. ZICO),Wanna One (워너원) - 트리플포지션,"ZICO,Poptime"
2019,2,94,여름여름해 (Sunny Summer),여자친구 (GFRIEND),"이단옆차기,black edition"
2019,2,95,DINOSAUR,AKMU (악뮤),"이찬혁, 로빈"
2019,2,96,몰랐니 (Lil' Touch),소녀시대-Oh!GG,"Lance Shipp,Rachael Kennedy,Nathalia Marshall,Laurell Barker,VMP,LIONCHLD"
2019,2,97,SIGNAL,TWICE (트와이스),"박진영,Joe J. Lee 'Kairos',김승수,아르마딜로"
2019,2,98,찾아가세요,러블리즈,스페이스카우보이
2019,2,99,All Night (전화해),ASTRO (아스트로),"LDN Noise,Kyler Niko"
2019,2,100,음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),"Dokkun,서재우"
2019,3,1,달라달라,ITZY (있지),"별들의전쟁,아테나,GALACTIKA"
2019,3,2,멍청이(twit),화사 (Hwa Sa),"Dokkun,박우상,화사"
2019,3,3,벌써 12시,청하,"블랙아이드필승,전군,라도"
2019,3,4,고고베베 (gogobebe),마마무 (Mamamoo),"김건모,Dokkun"
2019,3,5,누아르 (Noir),선미,"선미,EL CAPITXN"
2019,3,6,YES or YES,TWICE (트와이스),"David Amber,Andy Love"
2019,3,7,Senorita,(여자)아이들,"빅싼초,전소연"
2019,3,8,MILLIONS,WINNER,"강승윤,강욱진,Diggy"
2019,3,9,Love Shot,EXO,"Mike Woods,Kevin White,Andrew Bazzi,Anthony Russo,MZMC,Rice n' Peas"
2019,3,10,해야 (Sunrise),여자친구 (GFRIEND),"노주환,이원종"
2019,3,11,Tempo,EXO,"Jamil 'Digi' Chammas,Leven Kali,Tay Jasper,Adrian Mckinnon,MZMC"
2019,3,12,Dance The Night Away,TWICE (트와이스),"Anne Judith Stokke Wik,Jonatan Gusmark,Ludvig Evers a.k.a Moonshine,Cazzi Opeia,오승은,Andreas Baertels"
2019,3,13,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),MosPick
2019,3,14,사이렌 (Siren),선미,"선미,FRANTS"
2019,3,15,BIRD,하성운,"하성운,VENDORS"
2019,3,16,%% (응응),Apink (에이핑크),"블랙아이드필승,전군,라도"
2019,3,17,봄바람,Wanna One (워너원),"iHwak,Flow Blow"
2019,3,18,아주 NICE,세븐틴,"WOOZI,BUMZU"
2019,3,19,에너제틱 (Energetic),Wanna One (워너원),"후이,Flow Blow"
2019,3,20,어쩌나,세븐틴,"WOOZI,BUMZU,박기태"
2019,3,21,Roller Coaster,청하,"블랙아이드필승,전군,라도"
2019,3,22,어느날 머리에서 뿔이 자랐다 (CROWN),투모로우바이투게더,"Slow Rabbit,Melanie Fontana,Michel 'Lindgren' Schulz,Supreme Boi,'Hitman' Bang,Mayu Wakisaka"
2019,3,23,트라우마 (Trauma),EXO,"Keynon 'KC' Moore,Cedric 'Dabenchwarma' Smith,Ryan S. Jhun,Danny Jones"
2019,3,24,뿜뿜,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2019,3,25,Forever Young,BLACKPINK,"TEDDY,FUTURE BOUNCE,R.Tee"
2019,3,26,Good to Me,세븐틴,"WOOZI,BUMZU,박기태"
2019,3,27,너나 해 (Egotistic),마마무 (Mamamoo),"김도훈,박우상"
2019,3,28,별이 빛나는 밤,마마무 (Mamamoo),"Dokkun,박우상"
2019,3,29,What is Love?,TWICE (트와이스),"J.Y. Park 'The Asiansoul',이우민 'Collapsedone'"
2019,3,30,Gravity,EXO,"LDN Noise,DEEZ,Adrian Mckinnon"
2019,3,31,오.꼭.말,하성운,"하성운,VENDORS"
2019,3,32,Power Up,Red Velvet (레드벨벳),"Ludvig Evers a.k.a Moonshine,Jonatan Gusmark,Ellen Berg Tollbom,Cazzi Opeia"
2019,3,33,I'm So Hot,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2019,3,34,밤 (Time for the moon night),여자친구 (GFRIEND),"노주환,이원종"
2019,3,35,닿은 순간 (Ooh La La La),EXO,"Jamil 'Digi' Chammas,Andrew Bazzi,Justin Lucas,Anthony Pavel,MZMC"
2019,3,36,숨이 차,세븐틴,"WOOZI,BUMZU,호시"
2019,3,37,1도 없어,Apink (에이핑크),"블랙아이드필승,전군,라도"
2019,3,38,WANT,태민 (TAEMIN),"Tooji Keshtkar,Mats Koray Genc,Saima Mian,Anne Judith Stokke Wik,Nermin Harambasic,Ronny Vidar Svendsen,Jonas Bjordal,Martin Mulholland"
2019,3,39,마지막처럼,BLACKPINK,"TEDDY,FUTURE BOUNCE,Lydia Paek"
2019,3,40,REALLY REALLY,WINNER,"강승윤,강욱진,MINO"
2019,3,41,한(一),(여자)아이들,"빅싼초,전소연"
2019,3,42,Heart Shaker,TWICE (트와이스),"David Amber,Sean Alexander,Avenue 52"
2019,3,43,빨간 맛 (Red Flavor),Red Velvet (레드벨벳),"Daniel Caesar,Ludwig Lindell,Caesar & Loui"
2019,3,44,LATATA,(여자)아이들,"빅싼초,전소연"
2019,3,45,Love U,청하,"GATO,C-no,웅킴"
2019,3,46,Sign,EXO,"Harvey Mason Jr.,Kevin Randolph,Patrick 'J Que' Smith,Dewain Whitmore,Britt Burton,Andrew Hey"
2019,3,47,쟤가 걔야 (Waggy),마마무 (Mamamoo),Dokkun
2019,3,48,LIKEY,TWICE (트와이스),"블랙아이드필승,전군,라도"
2019,3,49,불장난,BLACKPINK,"TEDDY,R.Tee"
2019,3,50,불타오르네 (FIRE),방탄소년단,"PDOGG,방시혁,RM,SUGA,Devine Channel"
2019,3,51,BOOMERANG (부메랑),Wanna One (워너원),"원더키드,BreadBeat,로이도,Shaun Kim"
2019,3,52,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)",그루비룸
2019,3,53,RBB (Really Bad Boy),Red Velvet (레드벨벳),"KENZIE,Timothy 'Bos' Bullock,Sara Forsberg,MZMC"
2019,3,54,Bad Boy,Red Velvet (레드벨벳),"The Stereotypes,Maxx Song,Whitney Phillips,유영진"
2019,3,55,가시나,선미,"죠리,TEDDY,24"
2019,3,56,"셋 셀테니 (1, 2, 3!)",승리,"TEDDY,서원진,24,승리"
2019,3,57,알러뷰,EXID,"신사동호랭이,ELLY"
2019,3,58,BAAM,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2019,3,59,CHEER UP,TWICE (트와이스),"블랙아이드필승,라도"
2019,3,60,Damage,EXO,"LDN Noise,DEEZ,Adrian Mckinnon"
2019,3,61,Shhh,세븐틴,"BUMZU,Anchor"
2019,3,62,TT,TWICE (트와이스),"블랙아이드필승,라도"
2019,3,63,Decalcomanie (데칼코마니),마마무 (Mamamoo),"MGR,Dokkun,박우상"
2019,3,64,Why Don't You Know (Feat. 넉살),청하,"임수호,C-no,웅킴"
2019,3,65,POP/STARS,"(여자)아이들, Madison Beer, Jaira Burns, K/DA, League of Legends","라이엇 게임즈,Harloe"
2019,3,66,켜줘 (Light),Wanna One (워너원),"iHwak,Royal Dive"
2019,3,67,좋은 날,아이유,이민수
2019,3,68,KNOCK KNOCK,TWICE (트와이스),"Mayu Wakisaka,이우민 'Collapsedone'"
2019,3,69,주인공,선미,"TEDDY,24"
2019,3,70,죽겠다 (KILLING ME),iKON,"B.I,죠리,R.Tee"
2019,3,71,빙글뱅글 (Bingle Bangle),AOA,"Erik Nyholm,Krista Siegfrids,Kristofer Karlsson,김도훈,이상호"
2019,3,72,스물셋,아이유,"이종훈,이채규,IU"
2019,3,73,하루 끝,아이유,"Dokkun,박근태"
2019,3,74,피카부 (Peek-A-Boo),Red Velvet (레드벨벳),"Ludvig Evers a.k.a Moonshine,Cazzi Opeia,Ellen Berg Tollbom"
2019,3,75,시간을 달려서 (Rough),여자친구 (GFRIEND),"임수호,용배"
2019,3,76,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),"Albi Albertsson,Markus Lindell,Belle Humble"
2019,3,77,팩트 (FACT),코요태,이창현
2019,3,78,I NEED U,방탄소년단,"PDOGG,방시혁,RM,SUGA,j-hope,브라더수"
2019,3,79,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),"임수호,용배"
2019,3,80,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),"Steven Lee,Caroline Gustavsson"
2019,3,81,비밀정원,오마이걸 (OH MY GIRL),"Steven Lee,Mayu Wakisaka,Sean Alexander"
2019,3,82,New Face,싸이 (PSY),"싸이,유건형"
2019,3,83,나로 말할 것 같으면 (Yes I am),마마무 (Mamamoo),Dokkun
2019,3,84,Dejavu,뉴이스트 W,"BUMZU,백호,Anchor"
2019,3,85,Rumor,국.슈 (국프의 핫이슈),13
2019,3,86,YOU AND I,박봄 (Park Bom),TEDDY
2019,3,87,너랑 나,아이유,이민수
2019,3,88,Save ME,방탄소년단,"PDOGG,Ray Michael Djan Jr,Ashton Foster,Samantha Harper,RM,SUGA,j-hope"
2019,3,89,그 남자를 떠나,god,"J.Y. Park 'The Asiansoul',김승수,아르마딜로"
2019,3,90,Where R U,마마무 (Mamamoo),"코스믹 사운드,코스믹 걸"
2019,3,91,순정 (純情),코요태,"최준영,조성현,김성태"
2019,3,92,음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),"Dokkun,서재우"
2019,3,93,약속해요 (I.P.U.),Wanna One (워너원),"별들의전쟁,아테나,로빈"
2019,3,94,Mr. Chu (On Stage),Apink (에이핑크),"이단옆차기,SEION,영광의 얼굴들"
2019,3,95,Rookie,Red Velvet (레드벨벳),"Jamil 'Digi' Chammas,MZMC,Tay Jasper,Otha 'Vakseen' Davis III,Leven Kali,Sara Forsberg,Karl Powell,Harrison Johnson,The Colleagues"
2019,3,96,사람들 (With 사무엘),용감한 홍차,"용감한형제,투챔프"
2019,3,97,비행기,거북이,임성훈
2019,3,98,OOH-AHH하게,TWICE (트와이스),"Sam Lewis,블랙아이드필승,라도"
2019,3,99,SIGNAL,TWICE (트와이스),"박진영,Joe J. Lee 'Kairos',김승수,아르마딜로"
